行政区域コード,"都道府県名（漢字）","市区町村名（漢字）","都道府県名（ｶﾅ）","市区町村名（ｶﾅ）",コードの改定区分,改正年月日,改正後のコード,改正後の名称,"改正後の名称 (ｶﾅ)",改正事由等
12220,千葉県,流山市,ﾁﾊﾞｹﾝ,ﾅｶﾞﾚﾔﾏｼ,,,12220,,,
12221,千葉県,八千代市,ﾁﾊﾞｹﾝ,ﾔﾁﾖｼ,,,12221,,,
12222,千葉県,我孫子市,ﾁﾊﾞｹﾝ,ｱﾋﾞｺｼ,,,12222,,,
12223,千葉県,鴨川市,ﾁﾊﾞｹﾝ,ｶﾓｶﾞﾜｼ,,,12223,,,
12224,千葉県,鎌ケ谷市,ﾁﾊﾞｹﾝ,ｶﾏｶﾞﾔｼ,,,12224,,,
12225,千葉県,君津市,ﾁﾊﾞｹﾝ,ｷﾐﾂｼ,,,12225,,,
12226,千葉県,富津市,ﾁﾊﾞｹﾝ,ﾌｯﾂｼ,,,12226,,,
12227,千葉県,浦安市,ﾁﾊﾞｹﾝ,ｳﾗﾔｽｼ,,,12227,,,
12228,千葉県,四街道市,ﾁﾊﾞｹﾝ,ﾖﾂｶｲﾄﾞｳｼ,,,12228,,,
12229,千葉県,袖ケ浦市,ﾁﾊﾞｹﾝ,ｿﾃﾞｶﾞｳﾗｼ,,,12229,,,
12230,千葉県,八街市,ﾁﾊﾞｹﾝ,ﾔﾁﾏﾀｼ,,,12230,,,
12231,千葉県,印西市,ﾁﾊﾞｹﾝ,ｲﾝｻﾞｲｼ,,,12231,,,
12232,千葉県,白井市,ﾁﾊﾞｹﾝ,ｼﾛｲｼ,,,12232,,,
12233,千葉県,富里市,ﾁﾊﾞｹﾝ,ﾄﾐｻﾄｼ,,,12233,,,
12234,千葉県,南房総市,ﾁﾊﾞｹﾝ,ﾐﾅﾐﾎﾞｳｿｳｼ,,,12234,,,
12235,千葉県,匝瑳市,ﾁﾊﾞｹﾝ,ｿｳｻｼ,,,12235,,,
12236,千葉県,香取市,ﾁﾊﾞｹﾝ,ｶﾄﾘｼ,,,12236,,,
12237,千葉県,山武市,ﾁﾊﾞｹﾝ,ｻﾝﾑｼ,,,12237,,,
12238,千葉県,いすみ市,ﾁﾊﾞｹﾝ,ｲｽﾐｼ,,,12238,,,
12239,千葉県,大網白里市,ﾁﾊﾞｹﾝ,ｵｵｱﾐｼﾗｻﾄｼ,,,12239,,,
12322,千葉県,酒々井町,ﾁﾊﾞｹﾝ,ｼｽｲﾏﾁ,,,12322,,,
12325,千葉県,印旛村,ﾁﾊﾞｹﾝ,ｲﾝﾊﾞﾑﾗ,欠番,2010.3.23,12231,印西市,ｲﾝｻﾞｲｼ,合併後は印西市
12328,千葉県,本埜村,ﾁﾊﾞｹﾝ,ﾓﾄﾉﾑﾗ,欠番,2010.3.23,12231,印西市,ｲﾝｻﾞｲｼ,合併後は印西市
12329,千葉県,栄町,ﾁﾊﾞｹﾝ,ｻｶｴﾏﾁ,,,12329,,,
12341,千葉県,下総町,ﾁﾊﾞｹﾝ,ｼﾓﾌｻﾏﾁ,欠番,.3.27,12211,成田市,ﾅﾘﾀｼ,合併後は成田市
12342,千葉県,神崎町,ﾁﾊﾞｹﾝ,ｺｳｻﾞｷﾏﾁ,,,12342,,,
12343,千葉県,大栄町,ﾁﾊﾞｹﾝ,ﾀｲｴｲﾏﾁ,欠番,.3.27,12211,成田市,ﾅﾘﾀｼ,合併後は成田市
12344,千葉県,小見川町,ﾁﾊﾞｹﾝ,ｵﾐｶﾞﾜﾏﾁ,欠番,.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市
12345,千葉県,山田町,ﾁﾊﾞｹﾝ,ﾔﾏﾀﾞﾏﾁ,欠番,.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市
12346,千葉県,栗源町,ﾁﾊﾞｹﾝ,ｸﾘﾓﾄﾏﾁ,欠番,.3.27,12236,香取市,ｶﾄﾘｼ,合併後は香取市
12347,千葉県,多古町,ﾁﾊﾞｹﾝ,ﾀｺﾏﾁ,,,12347,,,
12348,千葉県,干潟町,ﾁﾊﾞｹﾝ,ﾋｶﾀﾏﾁ,欠番,.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市
12349,千葉県,東庄町,ﾁﾊﾞｹﾝ,ﾄｳﾉｼｮｳﾏﾁ,,,12349,,,
12361,千葉県,海上町,ﾁﾊﾞｹﾝ,ｳﾅｶﾐﾏﾁ,欠番,.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市
12362,千葉県,飯岡町,ﾁﾊﾞｹﾝ,ｲｲｵｶﾏﾁ,欠番,.7.1,12215,旭市,ｱｻﾋｼ,合併後は旭市
12381,千葉県,光町,ﾁﾊﾞｹﾝ,ﾋｶﾘﾏﾁ,欠番,.3.27,12410,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,合併後は横芝光町
12382,千葉県,野栄町,ﾁﾊﾞｹﾝ,ﾉｻｶﾏﾁ,欠番,.1.23,12235,匝瑳市,ｿｳｻｼ,合併後は匝瑳市
12402,千葉県,大網白里町,ﾁﾊﾞｹﾝ,ｵｵｱﾐｼﾗｻﾄﾏﾁ,欠番,H25.1.1,12239,大網白里市,ｵｵｱﾐｼﾗｻﾄｼ,市制施行
12403,千葉県,九十九里町,ﾁﾊﾞｹﾝ,ｸｼﾞﾕｳｸﾘﾏﾁ,,,12403,,,
12404,千葉県,成東町,ﾁﾊﾞｹﾝ,ﾅﾙﾄｳﾏﾁ,欠番,.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市
12405,千葉県,山武町,ﾁﾊﾞｹﾝ,ｻﾝﾌﾞﾏﾁ,欠番,.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市
12406,千葉県,蓮沼村,ﾁﾊﾞｹﾝ,ﾊｽﾇﾏﾑﾗ,欠番,.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市
12407,千葉県,松尾町,ﾁﾊﾞｹﾝ,ﾏﾂｵﾏﾁ,欠番,.3.27,12237,山武市,ｻﾝﾑｼ,合併後は山武市
12408,千葉県,横芝町,ﾁﾊﾞｹﾝ,ﾖｺｼﾊﾞﾏﾁ,欠番,.3.27,12410,横芝光町,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,合併後は横芝光町
12409,千葉県,芝山町,ﾁﾊﾞｹﾝ,ｼﾊﾞﾔﾏﾏﾁ,,,12409,,,
12410,千葉県,横芝光町,ﾁﾊﾞｹﾝ,ﾖｺｼﾊﾞﾋｶﾘﾏﾁ,,,12410,,,
12421,千葉県,一宮町,ﾁﾊﾞｹﾝ,ｲﾁﾉﾐﾔﾏﾁ,,,12421,,,
12422,千葉県,睦沢町,ﾁﾊﾞｹﾝ,ﾑﾂｻﾞﾜﾏﾁ,,,12422,,,
12423,千葉県,長生村,ﾁﾊﾞｹﾝ,ﾁｮｳｾｲﾑﾗ,,,12423,,,
12424,千葉県,白子町,ﾁﾊﾞｹﾝ,ｼﾗｺﾏﾁ,,,12424,,,
12426,千葉県,長柄町,ﾁﾊﾞｹﾝ,ﾅｶﾞﾗﾏﾁ,,,12426,,,
12427,千葉県,長南町,ﾁﾊﾞｹﾝ,ﾁｮｳﾅﾝﾏﾁ,,,12427,,,
12441,千葉県,大多喜町,ﾁﾊﾞｹﾝ,ｵｵﾀｷﾏﾁ,,,12441,,,
12442,千葉県,夷隅町,ﾁﾊﾞｹﾝ,ｲｽﾐﾏﾁ,欠番,.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市
12443,千葉県,御宿町,ﾁﾊﾞｹﾝ,ｵﾝｼﾞﾕｸﾏﾁ,,,12443,,,
12444,千葉県,大原町,ﾁﾊﾞｹﾝ,ｵｵﾊﾗﾏﾁ,欠番,.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市
12445,千葉県,岬町,ﾁﾊﾞｹﾝ,ﾐｻｷﾏﾁ,欠番,.12.5,12238,いすみ市,ｲｽﾐｼ,合併後はいすみ市
12461,千葉県,富浦町,ﾁﾊﾞｹﾝ,ﾄﾐｳﾗﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12462,千葉県,富山町,ﾁﾊﾞｹﾝ,ﾄﾐﾔﾏﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12463,千葉県,鋸南町,ﾁﾊﾞｹﾝ,ｷﾖﾅﾝﾏﾁ,,,12463,,,
12464,千葉県,三芳村,ﾁﾊﾞｹﾝ,ﾐﾖｼﾑﾗ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12465,千葉県,白浜町,ﾁﾊﾞｹﾝ,ｼﾗﾊﾏﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12466,千葉県,千倉町,ﾁﾊﾞｹﾝ,ﾁｸﾗﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12467,千葉県,丸山町,ﾁﾊﾞｹﾝ,ﾏﾙﾔﾏﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
12468,千葉県,和田町,ﾁﾊﾞｹﾝ,ﾜﾀﾞﾏﾁ,欠番,.3.20,12234,南房総市,ﾐﾅﾐﾎﾞｳｿｳｼ,合併後は南房総市
13000,東京都,,ﾄｳｷｮｳﾄ,,,,13000,,,
13101,東京都,千代田区,ﾄｳｷｮｳﾄ,ﾁﾖﾀﾞｸ,,,13101,,,
13102,東京都,中央区,ﾄｳｷｮｳﾄ,ﾁｭｳｵｳｸ,,,13102,,,
13103,東京都,港区,ﾄｳｷｮｳﾄ,ﾐﾅﾄｸ,,,13103,,,
13104,東京都,新宿区,ﾄｳｷｮｳﾄ,ｼﾝｼﾞｭｸｸ,,,13104,,,
13105,東京都,文京区,ﾄｳｷｮｳﾄ,ﾌﾞﾝｷｮｳｸ,,,13105,,,
13106,東京都,台東区,ﾄｳｷｮｳﾄ,ﾀｲﾄｳｸ,,,13106,,,
13107,東京都,墨田区,ﾄｳｷｮｳﾄ,ｽﾐﾀﾞｸ,,,13107,,,
13108,東京都,江東区,ﾄｳｷｮｳﾄ,ｺｳﾄｳｸ,,,13108,,,
13109,東京都,品川区,ﾄｳｷｮｳﾄ,ｼﾅｶﾞﾜｸ,,,13109,,,
13110,東京都,目黒区,ﾄｳｷｮｳﾄ,ﾒｸﾞﾛｸ,,,13110,,,
13111,東京都,大田区,ﾄｳｷｮｳﾄ,ｵｵﾀｸ,,,13111,,,
13112,東京都,世田谷区,ﾄｳｷｮｳﾄ,ｾﾀｶﾞﾔｸ,,,13112,,,
13113,東京都,渋谷区,ﾄｳｷｮｳﾄ,ｼﾌﾞﾔｸ,,,13113,,,
13114,東京都,中野区,ﾄｳｷｮｳﾄ,ﾅｶﾉｸ,,,13114,,,
13115,東京都,杉並区,ﾄｳｷｮｳﾄ,ｽｷﾞﾅﾐｸ,,,13115,,,
13116,東京都,豊島区,ﾄｳｷｮｳﾄ,ﾄｼﾏｸ,,,13116,,,
13117,東京都,北区,ﾄｳｷｮｳﾄ,ｷﾀｸ,,,13117,,,
13118,東京都,荒川区,ﾄｳｷｮｳﾄ,ｱﾗｶﾜｸ,,,13118,,,
13119,東京都,板橋区,ﾄｳｷｮｳﾄ,ｲﾀﾊﾞｼｸ,,,13119,,,
13120,東京都,練馬区,ﾄｳｷｮｳﾄ,ﾈﾘﾏｸ,,,13120,,,
13121,東京都,足立区,ﾄｳｷｮｳﾄ,ｱﾀﾞﾁｸ,,,13121,,,
13122,東京都,葛飾区,ﾄｳｷｮｳﾄ,ｶﾂｼｶｸ,,,13122,,,
13123,東京都,江戸川区,ﾄｳｷｮｳﾄ,ｴﾄﾞｶﾞﾜｸ,,,13123,,,
13201,東京都,八王子市,ﾄｳｷｮｳﾄ,ﾊﾁｵｳｼﾞｼ,,,13201,,,
13202,東京都,立川市,ﾄｳｷｮｳﾄ,ﾀﾁｶﾜｼ,,,13202,,,
13203,東京都,武蔵野市,ﾄｳｷｮｳﾄ,ﾑｻｼﾉｼ,,,13203,,,
13204,東京都,三鷹市,ﾄｳｷｮｳﾄ,ﾐﾀｶｼ,,,13204,,,
13205,東京都,青梅市,ﾄｳｷｮｳﾄ,ｵｳﾒｼ,,,13205,,,
13206,東京都,府中市,ﾄｳｷｮｳﾄ,ﾌﾁｭｳｼ,,,13206,,,
13207,東京都,昭島市,ﾄｳｷｮｳﾄ,ｱｷｼﾏｼ,,,13207,,,
13208,東京都,調布市,ﾄｳｷｮｳﾄ,ﾁｮｳﾌｼ,,,13208,,,
13209,東京都,町田市,ﾄｳｷｮｳﾄ,ﾏﾁﾀﾞｼ,,,13209,,,
13210,東京都,小金井市,ﾄｳｷｮｳﾄ,ｺｶﾞﾈｲｼ,,,13210,,,
13211,東京都,小平市,ﾄｳｷｮｳﾄ,ｺﾀﾞｲﾗｼ,,,13211,,,
13212,東京都,日野市,ﾄｳｷｮｳﾄ,ﾋﾉｼ,,,13212,,,
13213,東京都,東村山市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾑﾗﾔﾏｼ,,,13213,,,
13214,東京都,国分寺市,ﾄｳｷｮｳﾄ,ｺｸﾌﾞﾝｼﾞｼ,,,13214,,,
13215,東京都,国立市,ﾄｳｷｮｳﾄ,ｸﾆﾀﾁｼ,,,13215,,,
13218,東京都,福生市,ﾄｳｷｮｳﾄ,ﾌｯｻｼ,,,13218,,,
13219,東京都,狛江市,ﾄｳｷｮｳﾄ,ｺﾏｴｼ,,,13219,,,
13220,東京都,東大和市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼﾔﾏﾄｼ,,,13220,,,
13221,東京都,清瀬市,ﾄｳｷｮｳﾄ,ｷﾖｾｼ,,,13221,,,
13222,東京都,東久留米市,ﾄｳｷｮｳﾄ,ﾋｶﾞｼｸﾙﾒｼ,,,13222,,,
13223,東京都,武蔵村山市,ﾄｳｷｮｳﾄ,ﾑｻｼﾑﾗﾔﾏｼ,,,13223,,,
13224,東京都,多摩市,ﾄｳｷｮｳﾄ,ﾀﾏｼ,,,13224,,,
13225,東京都,稲城市,ﾄｳｷｮｳﾄ,ｲﾅｷﾞｼ,,,13225,,,
13227,東京都,羽村市,ﾄｳｷｮｳﾄ,ﾊﾑﾗｼ,,,13227,,,
13228,東京都,あきる野市,ﾄｳｷｮｳﾄ,ｱｷﾙﾉｼ,,,13228,,,
13229,東京都,西東京市,ﾄｳｷｮｳﾄ,ﾆｼﾄｳｷｮｳｼ,,,13229,,,
